PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,REPORTING_ORG_NAME,REPORTING_ORG_CODE,CLUSTER_GROUP,BENCHMARK_GROUP,STAFF_GROUP_1_NAME,HC,FTE
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,NHS Dorset ICB,QVV,Integrated Care Board,Integrated Care Board,Managers,1,0.4
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,NHS Dorset ICB,QVV,Integrated Care Board,Integrated Care Board,Central functions,6,5.6
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,All staff groups,83,67.53217
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),5,4.2255
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,Nurses & health visitors,14,11.52
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,Midwives,3,2.72
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,Ambulance staff,1,0.6
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",9,7.61334
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",30,23.94665
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,Support to ST&T staff,7,4.86668
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,Central functions,4,3.16
202509 to 202510,Leavers,Y58,South West,QVV,Dorset,University Hospitals Dorset NHS Foundation Trust,R0D,Acute,Acute - Teaching,"Hotel, property & estates",10,8.88
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,All staff groups,43,35.48334
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,HCHS Doctors (exc. Resident doctors and equivalents),7,6.05
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,Nurses & health visitors,11,9.05333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,Midwives,2,1.08667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,"Scientific, therapeutic & technical staff",6,5.42667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,"Support to doctors, nurses & midwives",13,10.26667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,Support to ST&T staff,3,2.6
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Dartford and Gravesham NHS Trust,RN7,Acute,Acute - Small,Senior managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,All staff groups,116,101.32639
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),3,3.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,Nurses & health visitors,33,31.06667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,Midwives,2,1.8
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",12,10.8
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",31,25.88
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,Support to ST&T staff,6,4.8
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,Senior managers,2,2.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,Managers,4,3.13973
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,Central functions,11,9.57333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,East Kent Hospitals University NHS Foundation Trust,RVV,Acute,Acute - Teaching,"Hotel, property & estates",12,9.26666
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,All staff groups,52,44.12
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),1,1.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,8,7.6
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",9,7.14667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",17,13.02332
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,12,11.21667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,Central functions,5,3.46667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent and Medway NHS and Social Care Partnership Trust,RXY,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",1,0.66667
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,All staff groups,43,34.77333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,HCHS Doctors (exc. Resident doctors and equivalents),2,1.2
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,Nurses & health visitors,7,5.48
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,Ambulance staff,1,1.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,"Scientific, therapeutic & technical staff",4,3.34
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,"Support to doctors, nurses & midwives",14,12.1
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,Support to ST&T staff,4,2.85333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,Senior managers,1,0.8
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,Central functions,8,6.6
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Kent Community Health NHS Foundation Trust,RYY,Community Provider Trust,Community Provider Trust,"Hotel, property & estates",2,1.4
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,All staff groups,86,73.24001
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),5,4.2
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,Nurses & health visitors,15,14.01334
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,Midwives,3,2.6
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,"Scientific, therapeutic & technical staff",11,9.24
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,"Support to doctors, nurses & midwives",20,15.65334
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,Support to ST&T staff,11,8.93333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,Managers,2,1.8
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,Central functions,13,10.8
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,RWF,Acute,Acute - Large,"Hotel, property & estates",6,6.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,All staff groups,37,33.41333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,HCHS Doctors (exc. Resident doctors and equivalents),1,1.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,Nurses & health visitors,10,9.01333
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,"Scientific, therapeutic & technical staff",2,2.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,"Support to doctors, nurses & midwives",13,11.28
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,Senior managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,Central functions,3,2.4
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,Medway NHS Foundation Trust,RPA,Acute,Acute - Medium,"Hotel, property & estates",7,6.72
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,NHS Kent and Medway ICB,QKS,Integrated Care Board,Integrated Care Board,All staff groups,2,2.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,NHS Kent and Medway ICB,QKS,Integrated Care Board,Integrated Care Board,Managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QKS,Kent and Medway,NHS Kent and Medway ICB,QKS,Integrated Care Board,Integrated Care Board,Central functions,1,1.0
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,All staff groups,49,42.6476
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),3,1.85
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,12,10.6
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",9,7.8776
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",12,10.22666
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,8,7.42667
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Berkshire Healthcare NHS Foundation Trust,RWX,Mental Health,Mental Health and Learning Disability,Senior managers,5,4.66667
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,All staff groups,90,75.6244
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),10,7.23773
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,Nurses & health visitors,16,13.16001
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,Midwives,1,1.0
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,"Scientific, therapeutic & technical staff",12,10.37333
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,"Support to doctors, nurses & midwives",16,13.94666
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,Support to ST&T staff,8,6.73333
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,Managers,3,2.8
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,Central functions,13,11.61334
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,Frimley Health NHS Foundation Trust,RDU,Acute,Acute - Large,"Hotel, property & estates",11,8.76
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,NHS Frimley ICB,QNQ,Integrated Care Board,Integrated Care Board,All staff groups,3,2.375
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,NHS Frimley ICB,QNQ,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),1,0.375
202509 to 202510,Leavers,Y59,South East,QNQ,Frimley,NHS Frimley ICB,QNQ,Integrated Care Board,Integrated Care Board,Central functions,2,2.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,All staff groups,67,56.56774
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),6,6.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,Nurses & health visitors,14,11.66001
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,Midwives,2,1.14666
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,"Scientific, therapeutic & technical staff",9,7.28774
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,"Support to doctors, nurses & midwives",23,18.82
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,Support to ST&T staff,5,4.2
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,Senior managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,Managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,Central functions,2,1.8
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,East Sussex Healthcare NHS Trust,RXC,Acute,Acute - Large,"Hotel, property & estates",4,3.65333
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,NHS Sussex ICB,QNX,Integrated Care Board,Integrated Care Board,All staff groups,25,21.52666
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,NHS Sussex ICB,QNX,Integrated Care Board,Integrated Care Board,Nurses & health visitors,8,6.03333
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,NHS Sussex ICB,QNX,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",2,1.64
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,NHS Sussex ICB,QNX,Integrated Care Board,Integrated Care Board,Senior managers,2,2.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,NHS Sussex ICB,QNX,Integrated Care Board,Integrated Care Board,Managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,NHS Sussex ICB,QNX,Integrated Care Board,Integrated Care Board,Central functions,12,10.85333
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Queen Victoria Hospital NHS Foundation Trust,RPC,Acute,Acute - Specialist,All staff groups,14,10.75334
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Queen Victoria Hospital NHS Foundation Trust,RPC,Acute,Acute - Specialist,Nurses & health visitors,3,2.26667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Queen Victoria Hospital NHS Foundation Trust,RPC,Acute,Acute - Specialist,"Scientific, therapeutic & technical staff",3,2.02667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Queen Victoria Hospital NHS Foundation Trust,RPC,Acute,Acute - Specialist,"Support to doctors, nurses & midwives",6,4.86
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Queen Victoria Hospital NHS Foundation Trust,RPC,Acute,Acute - Specialist,Central functions,1,0.6
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Queen Victoria Hospital NHS Foundation Trust,RPC,Acute,Acute - Specialist,"Hotel, property & estates",1,1.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,All staff groups,66,55.85786
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,Ambulance staff,13,12.42
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,"Support to doctors, nurses & midwives",2,1.22667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,Support to ambulance staff,37,29.97119
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,Managers,2,1.6
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,Central functions,11,9.64
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,South East Coast Ambulance Service NHS Foundation Trust,RYD,Ambulance,Ambulance Trust,"Hotel, property & estates",1,1.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,All staff groups,60,47.92668
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,Nurses & health visitors,13,10.73334
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,"Scientific, therapeutic & technical staff",15,12.7
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,"Support to doctors, nurses & midwives",16,12.41334
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,Support to ST&T staff,8,6.4
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,Central functions,3,2.49333
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Community NHS Foundation Trust,RDR,Community Provider Trust,Community Provider Trust,"Hotel, property & estates",5,3.18667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,All staff groups,45,39.02667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,8,7.92
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",7,5.18667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",14,11.8
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,11,9.92
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,Central functions,2,2.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,Sussex Partnership NHS Foundation Trust,RX2,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",3,2.2
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,All staff groups,141,117.24558
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),11,9.166
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,Nurses & health visitors,27,23.04333
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,Midwives,2,1.84
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",10,8.59333
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",56,44.68958
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,Support to ST&T staff,6,4.80667
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,Senior managers,1,1.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,Managers,2,2.0
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,Central functions,12,11.2
202509 to 202510,Leavers,Y59,South East,QNX,Sussex,University Hospitals Sussex NHS Foundation Trust,RYR,Acute,Acute - Teaching,"Hotel, property & estates",14,10.90667
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,All staff groups,120,95.77441
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),4,3.2
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,35,27.408
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",17,13.13307
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",35,27.96667
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,13,10.53333
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,Managers,3,1.8
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,Central functions,5,4.8
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,RW1,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",8,6.93334
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire Hospitals NHS Foundation Trust,RN5,Acute,Acute - Large,All staff groups,68,58.59999
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire Hospitals NHS Foundation Trust,RN5,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),1,0.7
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire Hospitals NHS Foundation Trust,RN5,Acute,Acute - Large,Nurses & health visitors,16,13.81334
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire Hospitals NHS Foundation Trust,RN5,Acute,Acute - Large,Midwives,3,2.72
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire Hospitals NHS Foundation Trust,RN5,Acute,Acute - Large,"Scientific, therapeutic & technical staff",10,9.42
202509 to 202510,Leavers,Y59,South East,QRL,Hampshire and Isle of Wight,Hampshire Hospitals NHS Foundation Trust,RN5,Acute,Acute - Large,"Support to doctors, nurses & midwives",23,18.37331
